,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,R12-T77,R12-T95,R12-T119,R12-T216,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
1932,FW510-R12_contig_1_1250,K02358,Brite Hierarchies,Protein families: genetic information processing,Mitochondrial biogenesis,"tuf, TUFM; elongation factor",ko09180,ko09182,ko03029,1.3743997268928556,0.3067295610704135,-0.32752445685039855,-1.7512078797004165,-1.1087252681550548,-0.10071806892428249,0.4084117105739257,1.198634675092942
1933,FW510-R12_contig_1_1250,K02358,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"tuf, TUFM; elongation factor",ko09180,ko09183,ko04147,1.3743997268928556,0.3067295610704135,-0.32752445685039855,-1.7512078797004165,-1.1087252681550548,-0.10071806892428249,0.4084117105739257,1.198634675092942
1934,FW510-R12_contig_1_1251,K03073,Genetic Information Processing,"Folding, sorting and degradation",Protein export,secE; preprotein translocase subunit,ko09120,ko09123,ko03060,1.7728196261882165,0.3506325745227093,-0.17119946435911107,-1.9341468828437014,-0.13238723266194344,-0.5627832897520839,-0.10894629975107412,0.7860109686569761
1935,FW510-R12_contig_1_1251,K03073,Environmental Information Processing,Membrane transport,Bacterial secretion system,secE; preprotein translocase subunit,ko09130,ko09131,ko03070,1.7728196261882165,0.3506325745227093,-0.17119946435911107,-1.9341468828437014,-0.13238723266194344,-0.5627832897520839,-0.10894629975107412,0.7860109686569761
1936,FW510-R12_contig_1_1251,K03073,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,secE; preprotein translocase subunit,ko09140,ko09145,ko02024,1.7728196261882165,0.3506325745227093,-0.17119946435911107,-1.9341468828437014,-0.13238723266194344,-0.5627832897520839,-0.10894629975107412,0.7860109686569761
1937,FW510-R12_contig_1_1251,K03073,Brite Hierarchies,Protein families: signaling and cellular processes,Secretion system,secE; preprotein translocase subunit,ko09180,ko09183,ko02044,1.7728196261882165,0.3506325745227093,-0.17119946435911107,-1.9341468828437014,-0.13238723266194344,-0.5627832897520839,-0.10894629975107412,0.7860109686569761
1940,FW510-R12_contig_1_1253,K02867,Genetic Information Processing,Translation,Ribosome,"RP-L11, MRPL11, rplK; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.5902713071002308,0.4423022082799076,-0.34251872968745384,-1.3204772796284752,-1.5880743741220391,-0.04134434314844486,0.40953788284297316,0.8503033283633129
1941,FW510-R12_contig_1_1253,K02867,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L11, MRPL11, rplK; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.5902713071002308,0.4423022082799076,-0.34251872968745384,-1.3204772796284752,-1.5880743741220391,-0.04134434314844486,0.40953788284297316,0.8503033283633129
1942,FW510-R12_contig_1_1254,K02863,Genetic Information Processing,Translation,Ribosome,"RP-L1, MRPL1, rplA; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.8966241848269174,0.05682008947543579,-0.7556715701863695,-1.3787298702783195,-0.8757705699626681,-0.18033397328732567,0.192504252136192,1.0445574572761351
1943,FW510-R12_contig_1_1254,K02863,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L1, MRPL1, rplA; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.8966241848269174,0.05682008947543579,-0.7556715701863695,-1.3787298702783195,-0.8757705699626681,-0.18033397328732567,0.192504252136192,1.0445574572761351
1962,FW510-R12_contig_1_1259,K02950,Genetic Information Processing,Translation,Ribosome,"RP-S12, MRPS12, rpsL; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.4741932480112006,0.455497365786106,0.0734720559924557,-1.904555994643584,-1.1793717678090396,0.005599308857647629,0.44376155307690535,0.6314042307283066
1963,FW510-R12_contig_1_1259,K02950,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S12, MRPS12, rpsL; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.4741932480112006,0.455497365786106,0.0734720559924557,-1.904555994643584,-1.1793717678090396,0.005599308857647629,0.44376155307690535,0.6314042307283066
1964,FW510-R12_contig_1_1260,K02992,Genetic Information Processing,Translation,Ribosome,"RP-S7, MRPS7, rpsG; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.5355758867623766,0.21073319469411775,-0.41458721449256186,-1.880738318088141,-0.8830645534008216,0.20399057527519546,0.21843124519220244,1.0096591840576339
1965,FW510-R12_contig_1_1260,K02992,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S7, MRPS7, rpsG; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.5355758867623766,0.21073319469411775,-0.41458721449256186,-1.880738318088141,-0.8830645534008216,0.20399057527519546,0.21843124519220244,1.0096591840576339
1966,FW510-R12_contig_1_1261,K02355,Brite Hierarchies,Protein families: genetic information processing,Translation factors,"fusA, GFM, EFG; elongation factor",ko09180,ko09182,ko03012,1.7157087145646635,0.3043418867430645,-0.4694827766589909,-1.98231244923704,-0.26091942781637967,-0.022117222058037254,-0.13744198309398903,0.8522232575566994
1967,FW510-R12_contig_1_1261,K02355,Brite Hierarchies,Protein families: genetic information processing,Mitochondrial biogenesis,"fusA, GFM, EFG; elongation factor",ko09180,ko09182,ko03029,1.7157087145646635,0.3043418867430645,-0.4694827766589909,-1.98231244923704,-0.26091942781637967,-0.022117222058037254,-0.13744198309398903,0.8522232575566994
1972,FW510-R12_contig_1_1263,K02946,Genetic Information Processing,Translation,Ribosome,"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.317802729224747,0.544876293594172,0.1703397091959365,-2.0221691684673546,-1.0943378988044328,-0.05311336415376162,0.5367267199873088,0.599874979423388
1973,FW510-R12_contig_1_1263,K02946,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.317802729224747,0.544876293594172,0.1703397091959365,-2.0221691684673546,-1.0943378988044328,-0.05311336415376162,0.5367267199873088,0.599874979423388
1974,FW510-R12_contig_1_1264,K02906,Genetic Information Processing,Translation,Ribosome,"RP-L3, MRPL3, rplC; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.6237331594557551,0.31926717611690975,-0.4023810894862549,-1.9662972333887505,-0.7115894154168,0.12962325255860271,0.1856329053114774,0.8220112448490539
1975,FW510-R12_contig_1_1264,K02906,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L3, MRPL3, rplC; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.6237331594557551,0.31926717611690975,-0.4023810894862549,-1.9662972333887505,-0.7115894154168,0.12962325255860271,0.1856329053114774,0.8220112448490539
1976,FW510-R12_contig_1_1265,K02926,Genetic Information Processing,Translation,Ribosome,"RP-L4, MRPL4, rplD; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.5797105042873618,0.3584282751869098,-0.4432019653805475,-2.083795509220063,-0.33821692326992336,0.11023345435352451,-0.025891320348125343,0.8427334843908665
1977,FW510-R12_contig_1_1265,K02926,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L4, MRPL4, rplD; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.5797105042873618,0.3584282751869098,-0.4432019653805475,-2.083795509220063,-0.33821692326992336,0.11023345435352451,-0.025891320348125343,0.8427334843908665
1978,FW510-R12_contig_1_1265,K16193,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Structural,arfC; uncharacterized membrane protein,ko09190,ko09193,ko99992,1.5797105042873618,0.3584282751869098,-0.4432019653805475,-2.083795509220063,-0.33821692326992336,0.11023345435352451,-0.025891320348125343,0.8427334843908665
1979,FW510-R12_contig_1_1266,K02892,Genetic Information Processing,Translation,Ribosome,"RP-L23, MRPL23, rplW; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.68517914361665,0.5193933160905982,-0.2517591862899927,-2.069189559191352,-0.263918925565482,-0.03383492430911389,-0.23391329410008713,0.6480434297487834
1980,FW510-R12_contig_1_1266,K02892,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L23, MRPL23, rplW; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.68517914361665,0.5193933160905982,-0.2517591862899927,-2.069189559191352,-0.263918925565482,-0.03383492430911389,-0.23391329410008713,0.6480434297487834
1981,FW510-R12_contig_1_1267,K02886,Genetic Information Processing,Translation,Ribosome,"RP-L2, MRPL2, rplB; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.7519526940333308,0.7082762217173696,-0.22363686223462434,-1.9768919534604914,0.1419835523506299,-0.3474994125195754,-0.43237484412888033,0.37819060424223777
1982,FW510-R12_contig_1_1267,K02886,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L2, MRPL2, rplB; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.7519526940333308,0.7082762217173696,-0.22363686223462434,-1.9768919534604914,0.1419835523506299,-0.3474994125195754,-0.43237484412888033,0.37819060424223777
1985,FW510-R12_contig_1_1269,K02890,Genetic Information Processing,Translation,Ribosome,"RP-L22, MRPL22, rplV; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.738608260925077,0.8835773379008539,-0.14448819006575733,-1.8652828656642206,0.4227774018806209,-0.26346197866915244,-0.6601266107909854,-0.1116033555164352
1986,FW510-R12_contig_1_1269,K02890,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L22, MRPL22, rplV; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.738608260925077,0.8835773379008539,-0.14448819006575733,-1.8652828656642206,0.4227774018806209,-0.26346197866915244,-0.6601266107909854,-0.1116033555164352
1989,FW510-R12_contig_1_1271,K02878,Genetic Information Processing,Translation,Ribosome,"RP-L16, MRPL16, rplP; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.9424089877793744,0.945138441479491,-0.010047408121086876,-1.5738297559537129,0.007189438164547715,-0.7867249787499412,-0.48609092637359647,-0.03804379822506442
1990,FW510-R12_contig_1_1271,K02878,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L16, MRPL16, rplP; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.9424089877793744,0.945138441479491,-0.010047408121086876,-1.5738297559537129,0.007189438164547715,-0.7867249787499412,-0.48609092637359647,-0.03804379822506442
1991,FW510-R12_contig_1_1272,K02904,Genetic Information Processing,Translation,Ribosome,"RP-L29, rpmC; large subunit ribosomal protein",ko09120,ko09122,ko03010,2.0450650876019845,0.9927860465211668,0.0976063374098419,-1.4247171438939692,-0.4596338447642625,-0.5883992090859502,-0.4198729856955503,-0.24283428809326013
1992,FW510-R12_contig_1_1272,K02904,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L29, rpmC; large subunit ribosomal protein",ko09180,ko09182,ko03011,2.0450650876019845,0.9927860465211668,0.0976063374098419,-1.4247171438939692,-0.4596338447642625,-0.5883992090859502,-0.4198729856955503,-0.24283428809326013
1993,FW510-R12_contig_1_1273,K02961,Genetic Information Processing,Translation,Ribosome,"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein",ko09120,ko09122,ko03010,2.015062141697505,0.8814693601710026,-0.17375484351934797,-1.5600353255890844,-0.36146246057273645,0.036418800077916216,-0.7473189527210201,-0.09037871954424637
1994,FW510-R12_contig_1_1273,K02961,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein",ko09180,ko09182,ko03011,2.015062141697505,0.8814693601710026,-0.17375484351934797,-1.5600353255890844,-0.36146246057273645,0.036418800077916216,-0.7473189527210201,-0.09037871954424637
1995,FW510-R12_contig_1_1274,K02874,Genetic Information Processing,Translation,Ribosome,"RP-L14, MRPL14, rplN; large subunit ribosomal protein",ko09120,ko09122,ko03010,2.09716149034512,0.8722938539741308,-0.005797340912256629,-1.464482869369965,-0.38194602019393564,-0.5385356806542752,-0.5049005908404716,-0.07379284234834461
1996,FW510-R12_contig_1_1274,K02874,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L14, MRPL14, rplN; large subunit ribosomal protein",ko09180,ko09182,ko03011,2.09716149034512,0.8722938539741308,-0.005797340912256629,-1.464482869369965,-0.38194602019393564,-0.5385356806542752,-0.5049005908404716,-0.07379284234834461
1997,FW510-R12_contig_1_1275,K02895,Genetic Information Processing,Translation,Ribosome,"RP-L24, MRPL24, rplX; large subunit ribosomal protein",ko09120,ko09122,ko03010,2.0550552730715763,0.9529121232342346,0.2475481097026347,-1.234843862437832,-0.4800679294903507,-0.8391501484140612,-0.5764812267481563,-0.12497233891805355
1998,FW510-R12_contig_1_1275,K02895,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L24, MRPL24, rplX; large subunit ribosomal protein",ko09180,ko09182,ko03011,2.0550552730715763,0.9529121232342346,0.2475481097026347,-1.234843862437832,-0.4800679294903507,-0.8391501484140612,-0.5764812267481563,-0.12497233891805355
1999,FW510-R12_contig_1_1276,K02931,Genetic Information Processing,Translation,Ribosome,"RP-L5, MRPL5, rplE; large subunit ribosomal protein",ko09120,ko09122,ko03010,2.0101879300667926,0.8504390417903358,-0.029233761884137354,-1.559953293296941,-0.5206228812242721,0.07219137519844195,-0.7170020210315743,-0.10600638961865233
2000,FW510-R12_contig_1_1276,K02931,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L5, MRPL5, rplE; large subunit ribosomal protein",ko09180,ko09182,ko03011,2.0101879300667926,0.8504390417903358,-0.029233761884137354,-1.559953293296941,-0.5206228812242721,0.07219137519844195,-0.7170020210315743,-0.10600638961865233
2003,FW510-R12_contig_1_1278,K02994,Genetic Information Processing,Translation,Ribosome,"RP-S8, rpsH; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.3666090840257412,0.415913320638384,-0.26018092639434187,-2.0205343028485987,-1.0045299606703688,0.4108194877337938,0.4133559497742532,0.678547347741145
2004,FW510-R12_contig_1_1278,K02994,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S8, rpsH; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.3666090840257412,0.415913320638384,-0.26018092639434187,-2.0205343028485987,-1.0045299606703688,0.4108194877337938,0.4133559497742532,0.678547347741145
2005,FW510-R12_contig_1_1279,K02933,Genetic Information Processing,Translation,Ribosome,"RP-L6, MRPL6, rplF; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.5658370353940017,0.28555156457483133,-0.5344287042358845,-1.8498653280122843,-0.7562285047873438,0.01966030356128499,0.19830287055212045,1.0711707629532805
2006,FW510-R12_contig_1_1279,K02933,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L6, MRPL6, rplF; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.5658370353940017,0.28555156457483133,-0.5344287042358845,-1.8498653280122843,-0.7562285047873438,0.01966030356128499,0.19830287055212045,1.0711707629532805
2007,FW510-R12_contig_1_1280,K02881,Genetic Information Processing,Translation,Ribosome,"RP-L18, MRPL18, rplR; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.6647061898776991,0.44938833499109665,-0.1440625893343386,-1.827532692119491,-0.7311327192150532,-0.46898174745600196,0.10904592771659019,0.9485692955395092
2008,FW510-R12_contig_1_1280,K02881,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L18, MRPL18, rplR; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.6647061898776991,0.44938833499109665,-0.1440625893343386,-1.827532692119491,-0.7311327192150532,-0.46898174745600196,0.10904592771659019,0.9485692955395092
2009,FW510-R12_contig_1_1281,K02988,Genetic Information Processing,Translation,Ribosome,"RP-S5, MRPS5, rpsE; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.7174361115082337,0.4073772267350461,-0.2638768151578912,-1.9718700638417286,-0.5115197683812828,-0.07160551815946982,-0.11063630727769294,0.8046951345747745
2010,FW510-R12_contig_1_1281,K02988,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S5, MRPS5, rpsE; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.7174361115082337,0.4073772267350461,-0.2638768151578912,-1.9718700638417286,-0.5115197683812828,-0.07160551815946982,-0.11063630727769294,0.8046951345747745
2011,FW510-R12_contig_1_1282,K02907,Genetic Information Processing,Translation,Ribosome,"RP-L30, MRPL30, rpmD; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.8400701080656618,0.4321758490284371,-0.2861543117992861,-1.9396067414754794,-0.3737812368656521,-0.13153063997906758,-0.17129439543336022,0.6301213684587441
2012,FW510-R12_contig_1_1282,K02907,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L30, MRPL30, rpmD; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.8400701080656618,0.4321758490284371,-0.2861543117992861,-1.9396067414754794,-0.3737812368656521,-0.13153063997906758,-0.17129439543336022,0.6301213684587441
2019,FW510-R12_contig_1_1285,K02952,Genetic Information Processing,Translation,Ribosome,"RP-S13, rpsM; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.3829864058214945,0.44799938378052834,-0.02493723712341613,-2.157166598809598,-0.8097415591631961,0.179734021902115,0.31256540982722053,0.6685601737648463
2020,FW510-R12_contig_1_1285,K02952,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S13, rpsM; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.3829864058214945,0.44799938378052834,-0.02493723712341613,-2.157166598809598,-0.8097415591631961,0.179734021902115,0.31256540982722053,0.6685601737648463
2021,FW510-R12_contig_1_1286,K02948,Genetic Information Processing,Translation,Ribosome,"RP-S11, MRPS11, rpsK; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.4827421753036574,0.48247238282345106,-0.21099768197118823,-1.9339020484219016,-0.8327117401156329,-0.17570963831938116,0.17326973261934964,1.0148368180816476
2022,FW510-R12_contig_1_1286,K02948,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S11, MRPS11, rpsK; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.4827421753036574,0.48247238282345106,-0.21099768197118823,-1.9339020484219016,-0.8327117401156329,-0.17570963831938116,0.17326973261934964,1.0148368180816476
2023,FW510-R12_contig_1_1287,K02986,Genetic Information Processing,Translation,Ribosome,"RP-S4, rpsD; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.429162145473314,0.33201568265472853,-0.2946169387039709,-2.159287767082645,-0.5180997875194202,0.2679338014257196,0.07571991094166142,0.8671729528106007
2024,FW510-R12_contig_1_1287,K02986,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S4, rpsD; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.429162145473314,0.33201568265472853,-0.2946169387039709,-2.159287767082645,-0.5180997875194202,0.2679338014257196,0.07571991094166142,0.8671729528106007
2025,FW510-R12_contig_1_1288,K03040,Genetic Information Processing,Transcription,RNA polymerase,rpoA; DNA-directed RNA polymerase subunit alpha,ko09120,ko09121,ko03020,1.5760738690770713,0.3310266946727507,-0.32491685114697627,-2.2164655552592083,0.03443902698010562,0.23308361480440948,-0.18086742771598008,0.5476266285878219
2026,FW510-R12_contig_1_1288,K03040,Brite Hierarchies,Protein families: genetic information processing,Transcription machinery,rpoA; DNA-directed RNA polymerase subunit alpha,ko09180,ko09182,ko03021,1.5760738690770713,0.3310266946727507,-0.32491685114697627,-2.2164655552592083,0.03443902698010562,0.23308361480440948,-0.18086742771598008,0.5476266285878219
2027,FW510-R12_contig_1_1288,K03040,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,rpoA; DNA-directed RNA polymerase subunit alpha,ko09180,ko09182,ko03400,1.5760738690770713,0.3310266946727507,-0.32491685114697627,-2.2164655552592083,0.03443902698010562,0.23308361480440948,-0.18086742771598008,0.5476266285878219
2028,FW510-R12_contig_1_1289,K02879,Genetic Information Processing,Translation,Ribosome,"RP-L17, MRPL17, rplQ; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.9177435803437226,0.6966689107739691,-0.018337650276356667,-1.8689572874709162,-0.1388729446858072,-0.3790856208132173,-0.38627883119654943,0.17711984332515507
2029,FW510-R12_contig_1_1289,K02879,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L17, MRPL17, rplQ; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.9177435803437226,0.6966689107739691,-0.018337650276356667,-1.8689572874709162,-0.1388729446858072,-0.3790856208132173,-0.38627883119654943,0.17711984332515507
2030,FW510-R12_contig_1_1289,K16193,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Structural,arfC; uncharacterized membrane protein,ko09190,ko09193,ko99992,1.9177435803437226,0.6966689107739691,-0.018337650276356667,-1.8689572874709162,-0.1388729446858072,-0.3790856208132173,-0.38627883119654943,0.17711984332515507
2107,FW510-R12_contig_1_1326,K00806,Metabolism,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,uppS; undecaprenyl diphosphate synthase,ko09100,ko09107,ko00550,1.3724354371034178,0.254664416714921,-0.4702521394085091,-2.074374981438151,-0.47770241501013105,0.10572943053085637,0.16693498969109302,1.1225652618164945
2108,FW510-R12_contig_1_1326,K00806,Metabolism,Metabolism of terpenoids and polyketides,Terpenoid backbone biosynthesis,uppS; undecaprenyl diphosphate synthase,ko09100,ko09109,ko00900,1.3724354371034178,0.254664416714921,-0.4702521394085091,-2.074374981438151,-0.47770241501013105,0.10572943053085637,0.16693498969109302,1.1225652618164945
2109,FW510-R12_contig_1_1326,K00806,Brite Hierarchies,Protein families: metabolism,Prenyltransferases,uppS; undecaprenyl diphosphate synthase,ko09180,ko09181,ko01006,1.3724354371034178,0.254664416714921,-0.4702521394085091,-2.074374981438151,-0.47770241501013105,0.10572943053085637,0.16693498969109302,1.1225652618164945
2110,FW510-R12_contig_1_1327,K02838,Brite Hierarchies,Protein families: genetic information processing,Translation factors,"frr, MRRF, RRF; ribosome recycling",ko09180,ko09182,ko03012,1.0455348979636998,0.5806799871735009,-0.06598291383841515,-1.780022152651613,-1.3139373798029634,-0.18739579477309395,0.5829346838850927,1.1381886720437875
2111,FW510-R12_contig_1_1328,K09903,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,pyrH; uridylate kinase,ko09100,ko09104,ko00240,0.8966846640293232,0.2694809821266714,-0.12237405290082917,-1.9554309096993365,-1.1662961997138355,0.26335495897656036,0.5842599371359606,1.2303206200454897
2112,FW510-R12_contig_1_1329,K02357,Brite Hierarchies,Protein families: genetic information processing,Translation factors,"tsf, TSFM; elongation factor",ko09180,ko09182,ko03012,1.6077171291393237,0.4051145728862784,-0.41581255473364925,-2.062848701156284,-0.05576709699477819,-0.34952515596999134,0.03670092419802658,0.8344208826310787
2113,FW510-R12_contig_1_1329,K02357,Brite Hierarchies,Protein families: genetic information processing,Mitochondrial biogenesis,"tsf, TSFM; elongation factor",ko09180,ko09182,ko03029,1.6077171291393237,0.4051145728862784,-0.41581255473364925,-2.062848701156284,-0.05576709699477819,-0.34952515596999134,0.03670092419802658,0.8344208826310787
2114,FW510-R12_contig_1_1330,K02967,Genetic Information Processing,Translation,Ribosome,"RP-S2, MRPS2, rpsB; small subunit ribosomal protein",ko09120,ko09122,ko03010,1.5471625775241806,0.335927839467171,-0.3860008509577456,-1.9713540264005434,-0.7406266867803728,0.02292485774665059,0.2807357535722286,0.9112305358284309
2115,FW510-R12_contig_1_1330,K02967,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S2, MRPS2, rpsB; small subunit ribosomal protein",ko09180,ko09182,ko03011,1.5471625775241806,0.335927839467171,-0.3860008509577456,-1.9713540264005434,-0.7406266867803728,0.02292485774665059,0.2807357535722286,0.9112305358284309
2128,FW510-R12_contig_1_1339,K02916,Genetic Information Processing,Translation,Ribosome,"RP-L35, MRPL35, rpmI; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.1775269145275615,0.5154848572989851,0.04946100193915012,-1.869461569980248,-1.3981601875685632,0.2952850516650024,0.4536171224895202,0.776246809628594
2129,FW510-R12_contig_1_1339,K02916,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L35, MRPL35, rpmI; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.1775269145275615,0.5154848572989851,0.04946100193915012,-1.869461569980248,-1.3981601875685632,0.2952850516650024,0.4536171224895202,0.776246809628594
2130,FW510-R12_contig_1_1340,K02887,Genetic Information Processing,Translation,Ribosome,"RP-L20, MRPL20, rplT; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.335564238299852,0.24578244909200547,-0.3932505094013142,-1.8724556479185281,-1.082026706184234,0.30132515970402624,0.44938522671382153,1.0156757896943749
2131,FW510-R12_contig_1_1340,K02887,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L20, MRPL20, rplT; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.335564238299852,0.24578244909200547,-0.3932505094013142,-1.8724556479185281,-1.082026706184234,0.30132515970402624,0.44938522671382153,1.0156757896943749
2132,FW510-R12_contig_1_1341,K01889,Genetic Information Processing,Translation,Aminoacyl-tRNA biosynthesis,"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain",ko09120,ko09122,ko00970,1.134906966706495,0.023600773423845547,-0.4538040223492348,-2.2195115962850562,-0.21334111261745498,0.2203160814492395,0.33652831661969834,1.171304593052459
2133,FW510-R12_contig_1_1341,K01889,Brite Hierarchies,Protein families: metabolism,Amino acid related enzymes,"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain",ko09180,ko09181,ko01007,1.134906966706495,0.023600773423845547,-0.4538040223492348,-2.2195115962850562,-0.21334111261745498,0.2203160814492395,0.33652831661969834,1.171304593052459
2134,FW510-R12_contig_1_1341,K01889,Brite Hierarchies,Protein families: genetic information processing,Transfer RNA biogenesis,"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain",ko09180,ko09182,ko03016,1.134906966706495,0.023600773423845547,-0.4538040223492348,-2.2195115962850562,-0.21334111261745498,0.2203160814492395,0.33652831661969834,1.171304593052459
2148,FW510-R12_contig_1_1349,K01259,Metabolism,Amino acid metabolism,Arginine and proline metabolism,pip; proline iminopeptidase,ko09100,ko09105,ko00330,0.9621470345031217,0.23231000106977148,-0.05398538010334201,-2.4363796557679533,-0.3182590446149622,0.4577907816988056,0.3523777590108589,0.803998504203703
2149,FW510-R12_contig_1_1349,K01259,Brite Hierarchies,Protein families: metabolism,Peptidases and inhibitors,pip; proline iminopeptidase,ko09180,ko09181,ko01002,0.9621470345031217,0.23231000106977148,-0.05398538010334201,-2.4363796557679533,-0.3182590446149622,0.4577907816988056,0.3523777590108589,0.803998504203703
2155,FW510-R12_contig_1_1354,K00773,Brite Hierarchies,Protein families: genetic information processing,Transfer RNA biogenesis,tgt; queuine tRNA-ribosyltransferase,ko09180,ko09182,ko03016,1.204517475009608,0.3368750917110216,0.14097667424469257,-1.9279770792748303,-1.2582187056955128,0.1995295682140627,0.3166182183157635,0.9876787574751935
2156,FW510-R12_contig_1_1354,K07568,Brite Hierarchies,Protein families: genetic information processing,Transfer RNA biogenesis,queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase,ko09180,ko09182,ko03016,1.204517475009608,0.3368750917110216,0.14097667424469257,-1.9279770792748303,-1.2582187056955128,0.1995295682140627,0.3166182183157635,0.9876787574751935
2158,FW510-R12_contig_1_1356,K03210,Genetic Information Processing,"Folding, sorting and degradation",Protein export,yajC; preprotein translocase subunit,ko09120,ko09123,ko03060,1.5918702528205457,0.5108986312140898,0.09848716498311792,-1.1388851862936518,-1.7867655849579651,-0.33634436212013935,0.40803800592241335,0.6527010784315895
